id,row,col,disease,drug,label,score
165850,273,530,D601042,DB01219,1,0.00798585408456832
106046,252,339,D304790,DB00804,1,0.00245412261192337
104572,30,335,D121201,DB00794,1,0.0240757612534628
166939,110,534,D164230,DB01224,1,0.00110029563536836
180458,170,577,D212110,DB01427,1,0.000749954400117301
150349,109,481,D161900,DB01115,1,0.941921693189754
79951,136,256,D181500,DB00623,1,0.0982497275817531
285,285,1,D604416,DB00007,1,0.000905215428831191
58831,300,188,D607554,DB00489,1,0.83135188740914
24762,35,80,D125850,DB00284,1,0.980608892203337
20827,169,67,D212050,DB00257,1,0.795795970392064
11186,231,36,D264120,DB00191,1,0.930002602875751
153479,109,491,D161900,DB01136,1,0.860907395099346
111357,242,356,D276300,DB00851,1,0.0180676912328455
46986,36,151,D125851,DB00412,1,0.981772229504401
104260,31,334,D125310,DB00790,1,0.0181577731104657
133334,309,426,D608105,DB00996,1,0.87023622496273
127127,49,407,D133239,DB00958,1,0.0414306037073732
28795,312,92,D608583,DB00308,1,0.154406024005412
6438,178,21,D217200,DB00165,1,0.703876976038444
66905,236,214,D268220,DB00541,1,0.00756386646658616
9848,145,32,D189600,DB00186,1,0.00129010530552203
130371,163,417,D208550,DB00983,1,0.966101663300928
39522,84,127,D146500,DB00368,1,0.0220625419403269
142095,306,454,D607850,DB01050,1,0.971930626470511
64027,175,205,D215140,DB00524,1,0.0820541048392912
72094,104,231,D157700,DB00571,1,0.759170815397552
169756,110,543,D164230,DB01238,1,0.00097806847938413
112319,265,359,D600351,DB00860,1,0.0849863984402751
163695,309,523,D608105,DB01202,1,0.959241295253549
72683,67,233,D140600,DB00573,1,0.97984072875463
45627,242,146,D276300,DB00399,1,0.0262738694791711
13133,300,42,D607554,DB00204,1,0.828203558093493
15208,184,49,D225755,DB00215,1,0.0107855436435592
15163,139,49,D182830,DB00215,1,0.00979288899876865
19212,119,62,D168100,DB00245,1,0.972785378079965
33601,110,108,D164230,DB00334,1,0.000428819845599165
25775,109,83,D161900,DB00287,1,0.121113436601785
71187,136,228,D181500,DB00564,1,0.00716870807115477
100588,115,322,D166710,DB00762,0,4.51841321874087e-05
120265,73,385,D144010,DB00912,0,0.000100353651193328
61158,123,196,D173200,DB00501,0,0.000206548954004331
48097,208,154,D248190,DB00419,0,0.00158781175086214
22373,150,72,D191390,DB00273,0,8.26102919539141e-05
57990,85,186,D146850,DB00482,0,0.000174068285758906
171621,97,549,D154276,DB01254,0,9.00799048171397e-05
63553,14,204,D109200,DB00523,0,0.00124273165882121
21080,109,68,D161900,DB00262,0,2.14780203131132e-06
69728,242,223,D276300,DB00554,0,0.00031058786439444
74613,119,239,D168100,DB00586,0,8.66620560724191e-05
107689,17,345,D109800,DB00816,0,1.63487317366756e-05
113845,226,364,D260570,DB00868,0,0.000129994409351621
156081,207,499,D247640,DB01161,0,1.95109186411863e-06
29189,80,94,D145590,DB00313,0,0.000401104397149048
108522,224,347,D259660,DB00820,0,7.98786014830987e-05
156687,187,501,D227300,DB01165,0,2.77837195447727e-05
64846,55,208,D134520,DB00532,0,9.66298587685516e-05
10768,126,35,D175505,DB00190,0,5.12398619755705e-05
131664,204,421,D246400,DB00990,0,0.000284819251400248
89380,175,286,D215140,DB00686,0,0.00028008652605306
148606,244,475,D277440,DB01101,0,7.21269740415856e-05
35729,47,115,D132100,DB00350,0,0.00254221151643447
160131,188,512,D230450,DB01185,0,0.000112878706927551
145061,142,464,D188030,DB01073,0,0.000554735325602243
17541,13,57,D109100,DB00232,0,0.000124051606690255
119063,123,381,D173200,DB00906,0,0.000359694346767833
76124,65,244,D138800,DB00594,0,6.49995472400936e-05
71052,1,228,D102100,DB00564,0,0.000662125402245767
121660,216,389,D254770,DB00921,0,0.000346658931117086
135371,155,433,D194200,DB01005,0,0.000128857177456986
6303,43,21,D131200,DB00165,0,3.58249078464964e-05
18308,154,59,D194070,DB00241,0,2.89873480320263e-05
125425,225,401,D260480,DB00947,0,4.31219756455371e-05
12573,53,41,D134500,DB00203,0,0.00260906426028963
93334,60,299,D137400,DB00714,0,6.70531239372167e-05
85271,135,273,D181460,DB00654,0,1.50403494951107e-06
9030,266,29,D600496,DB00180,0,3.60735305784262e-07
133211,186,426,D226150,DB00996,0,0.000316985241841815
16375,99,53,D155600,DB00222,0,6.24700423951077e-07
178129,32,570,D125320,DB01395,0,8.93792148732811e-06
168455,61,539,D137580,DB01232,0,2.10066295755196e-05
156400,213,500,D254400,DB01162,0,6.39542970767246e-05
133926,275,428,D601518,DB00998,0,9.73576672019715e-06
19532,126,63,D175505,DB00246,0,7.41626081870093e-05
97926,270,313,D600807,DB00745,0,3.41032984672042e-05
131604,144,421,D188470,DB00990,0,0.000786316973340964
91212,129,292,D176807,DB00696,0,1.04917132490782e-05
50545,152,162,D192000,DB00437,0,0.000142665131969173
183465,47,587,D132100,DB03904,0,0.000544756132117033
2960,143,10,D188050,DB00115,0,0.0303023630438491
10007,304,32,D607682,DB00186,0,0.000777473848500525
139235,263,445,D600131,DB01029,0,1.56024733734292e-07
71585,221,229,D258360,DB00569,0,8.92326432599963e-05
97728,72,313,D143880,DB00745,0,0.00282996765544965
158294,229,506,D263300,DB01174,0,0.00247709665705257
44580,134,143,D181000,DB00396,0,8.96105286025479e-05
106350,243,340,D277350,DB00806,0,8.8011878212792e-05
730,104,3,D157700,DB00014,0,7.5928748133035e-05
184885,215,591,D254500,DB05259,0,0.0174795119805133
96156,65,308,D138800,DB00733,0,0.000180078749734356
22848,312,73,D608583,DB00275,0,0.000838485375903254
106288,181,340,D220120,DB00806,0,0.00145887915051012
100505,32,322,D125320,DB00762,0,5.49220881750131e-06
81346,279,260,D601682,DB00631,0,6.24336920534833e-07
53904,68,173,D140850,DB00458,0,0.000109070623931564
147268,158,471,D205700,DB01088,0,0.00176034320500404
129589,7,415,D104130,DB00977,0,0.000367997132261692
103885,282,332,D602522,DB00787,0,0.000211472823664612
11738,157,38,D203700,DB00195,0,7.3848993658232e-05
112248,194,359,D236000,DB00860,0,0.00101539331469322
49394,253,158,D304900,DB00428,0,3.46936801379246e-05
157266,140,503,D184700,DB01169,0,4.44417594014221e-05
171595,71,549,D143500,DB01254,0,0.000160712851495054
155770,209,498,D249100,DB01157,0,0.0201015801248238
22883,34,74,D125700,DB00277,0,5.6560388754349e-05
32689,137,105,D182000,DB00331,0,0.00275617532818077
35946,264,115,D600263,DB00350,0,1.8924567755051e-05
146478,307,468,D608033,DB01083,0,7.75933136030664e-05
139856,258,447,D310468,DB01033,0,5.44606755530357e-05
172394,244,551,D277440,DB01258,0,0.000869600996387232
139421,136,446,D181500,DB01030,0,6.47091955435789e-05
69414,241,222,D275000,DB00552,0,0.000140275904697297
31127,140,100,D184700,DB00323,0,0.000225901421950726
39885,134,128,D181000,DB00371,0,0.000101012184136022
184799,129,591,D176807,DB05259,0,0.00374468803576762
147657,234,472,D267730,DB01095,0,1.24014010546848e-05
14684,286,47,D604827,DB00213,0,0.000116194591360272
134272,308,429,D608088,DB00999,0,0.000222218249452811
88160,207,282,D247640,DB00675,0,0.000842662799292857
162846,86,521,D147480,DB01197,0,0.00280555834147607
10879,237,35,D268320,DB00190,0,0.000183914128511521
97894,238,313,D270960,DB00745,0,0.0002648854391368
85866,104,275,D157700,DB00657,0,0.000681475712544876
160016,73,512,D144010,DB01185,0,0.000132142897396661
150119,192,480,D231900,DB01113,0,0.00106236805844852
26965,47,87,D132100,DB00297,0,0.000707659543329752
81490,110,261,D164230,DB00635,0,0.000313843533471796
133597,259,427,D311360,DB00997,0,0.000204132780109047
109915,52,352,D134430,DB00843,0,1.88491528705268e-05
70720,295,226,D607498,DB00559,0,1.84710948326518e-05
175219,252,560,D304790,DB01296,0,1.08391832104847e-05
56893,240,182,D273800,DB00476,0,8.36268267585099e-06
31130,143,100,D188050,DB00323,0,1.22471056943284e-05
6018,71,20,D143500,DB00163,0,0.00256657824863839
123658,23,396,D114580,DB00936,0,0.000265881998224963
35749,67,115,D140600,DB00350,0,1.31761367873506e-06
10133,117,33,D167320,DB00187,0,2.60328090521168e-05
154056,60,493,D137400,DB01142,0,0.000279507570253954
138140,107,442,D160300,DB01019,0,0.00369110181153081
160415,159,513,D206200,DB01186,0,1.79819215777725e-05
6069,122,20,D171300,DB00163,0,0.00025826873095909
159867,237,511,D268320,DB01182,0,0.000130042395998803
41867,238,134,D270960,DB00381,0,0.000111556900173708
42418,163,136,D208550,DB00384,0,0.00654718074761001
140236,12,449,D107650,DB01039,0,0.00104119715029226
48657,142,156,D188030,DB00422,0,2.56887265632581e-05
134237,273,429,D601042,DB00999,0,0.000147941032839967
99896,49,320,D133239,DB00758,0,1.55030328458259e-05
94135,235,301,D267740,DB00716,0,1.77345733723318e-05
157601,162,504,D208300,DB01170,0,0.000239852361636846
23944,156,77,D200170,DB00280,0,0.00279673093625789
110076,213,352,D254400,DB00843,0,5.32470570189956e-05
130386,178,417,D217200,DB00983,0,4.40435173729363e-05
35559,190,114,D231090,DB00346,0,0.000316293383888418
141791,2,454,D102300,DB01050,0,0.000202547137758214
135260,44,433,D131300,DB01005,0,0.000148896444405549
92274,252,295,D304790,DB00706,0,8.40403774843543e-05
82747,115,265,D166710,DB00641,0,0.00152269509953481
84384,187,270,D227300,DB00651,0,1.23157585132821e-05
60127,31,193,D125310,DB00497,0,0.00106983495554813
124479,218,398,D255900,DB00938,0,1.88060483350193e-05
109081,157,349,D203700,DB00829,0,0.000336287826357311
48811,296,156,D607499,DB00422,0,0.032602739030831
107376,17,344,D109800,DB00814,0,4.50013946455382e-05
173403,1,555,D102100,DB01262,0,0.000226024044593457
84415,218,270,D255900,DB00651,0,3.76544709543533e-05
94996,157,304,D203700,DB00722,0,0.000272217090613589
135037,134,432,D181000,DB01003,0,0.000547391905334378
17218,3,56,D102400,DB00230,0,0.000149999176812564
98320,38,315,D125853,DB00749,0,3.06404202689733e-08
72209,219,231,D256370,DB00571,0,0.000284142239710697
85145,9,273,D106400,DB00654,0,1.95963712419836e-06
121233,102,388,D156190,DB00918,0,0.00227507261673482
142985,257,457,D308600,DB01063,0,2.60308587406086e-05
175934,28,563,D119500,DB01351,0,0.000796437518615303
12880,47,42,D132100,DB00204,0,0.000194348384177584
37746,186,121,D226150,DB00357,0,2.99730033621764e-05
94625,99,303,D155600,DB00721,0,4.4573058085729e-05
113375,69,363,D143100,DB00865,0,9.94639240350769e-05
135420,204,433,D246400,DB01005,0,0.0123788459639878
27241,10,88,D107320,DB00302,0,0.00261060879992733
5229,221,17,D258360,DB00153,0,0.000182023889220041
19865,146,64,D189800,DB00248,0,0.000208180631602015
166581,65,533,D138800,DB01223,0,1.41446631532139e-05
45352,280,145,D602068,DB00398,0,0.000142290664275402
48302,100,155,D155601,DB00421,0,0.000120437227063863
111344,229,356,D263300,DB00851,0,0.00440156381884542
95730,265,306,D600351,DB00727,0,5.9595042693753e-05
89804,286,287,D604827,DB00687,0,5.66112139389739e-05
80506,65,258,D138800,DB00627,0,2.18250054165642e-05
133555,217,427,D254800,DB00997,0,0.000281329494138693
36754,133,118,D179830,DB00353,0,8.79122492222299e-05
159843,213,511,D254400,DB01182,0,0.000582818856765887
131223,76,420,D144700,DB00989,0,2.63536481062852e-05
168705,311,539,D608320,DB01232,0,0.000271423600784202
122884,188,393,D230450,DB00928,0,0.00116478712541853
25970,304,83,D607682,DB00287,0,3.67166592316078e-07
114346,101,366,D156000,DB00871,0,0.000171031679802316
172824,48,553,D132300,DB01260,0,0.000156750374372186
9518,128,31,D176800,DB00182,0,8.49681678522657e-05
39059,247,125,D300125,DB00366,0,0.0134178334628521
181480,253,580,D304900,DB01577,0,0.000183594758662728
93718,131,300,D179600,DB00715,0,0.000173102070364734
82644,12,265,D107650,DB00641,0,0.00238701086938826
17080,178,55,D217200,DB00227,0,2.48957645119145e-05
80245,117,257,D167320,DB00624,0,0.000491663480388222
146894,97,470,D154276,DB01086,0,0.000140585671915024
55425,24,178,D115000,DB00470,0,0.000225890742647612
152953,209,489,D249100,DB01132,0,1.22955680290705e-05
173905,190,556,D231090,DB01267,0,0.000126770028023869
29632,210,95,D250790,DB00315,0,0.00010430705339648
184421,64,590,D137800,DB04861,0,0.000733345319017713
181401,174,580,D212350,DB01577,0,7.9645067782496e-05
166617,101,533,D156000,DB01223,0,0.000166988976091917
110795,306,354,D607850,DB00846,0,2.4008912362583e-05
134863,273,431,D601042,DB01002,0,0.00175206185728633
180457,169,577,D212050,DB01427,0,0.000121586570379671
116563,127,373,D175510,DB00887,0,0.00259436050986984
47375,112,152,D165199,DB00413,0,0.000202279952616508
38123,250,122,D300494,DB00361,0,2.01170227020319e-05
95501,36,306,D125851,DB00727,0,2.47133304120562e-05
57210,244,183,D277440,DB00477,0,6.86294591333701e-05
